,Title,Content,Excerpt,,,,,,,,course,cuisine,ingredient,,,,,,,,,wprm_course,wprm_cuisine,,,,,wprm_ingredient,,,instructions,wprm_notes,,,,,,,,,,,,,,,,,,,,,,,,,Courses,Cuisines,,Ingredients,Ingredient Units,,,,Images Filename,,,,,,,,,,,,,,,,,,,,,Slug
,Coconut Oil and Lavender Shampoo Bar,"This coconut oil and lavender shampoo bar is perfect for a soothing wash before bedtime.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Measure lye and water separately. → Mix lye into water until dissolved. → Melt coconut oil and olive oil together. → Combine oils and lye solution, add lavender oil, blend until trace. → Pour into molds and cure for 4-6 weeks.","<p>A calming shampoo bar that promotes relaxation.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"coconut oil,Distilled water,Lavender essential oil,Lye,olive oil",,,,,lavender.png,,,,,,,,,,,,,,,,,,,,,coconut-oil-and-lavender-shampoo-bar
,Coconut Oil and Rosemary Shampoo Bar,"This coconut oil and rosemary shampoo bar is great for enhancing scalp health.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Measure lye and water separately. → Mix lye into water until dissolved. → Melt coconut oil and olive oil. → Combine oils and lye solution, add rosemary oil, blend until trace. → Pour into molds and cure for 4-6 weeks.","<p>A revitalizing shampoo bar that stimulates hair growth.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"coconut oil,Distilled water,Lye,olive oil,Rosemary essential oil",,,,,Aloe-Vera-Beard-Soap-3.jpg,,,,,,,,,,,,,,,,,,,,,coconut-oil-and-rosemary-shampoo-bar
,Coconut Oil and Chamomile Shampoo Bar,"This coconut oil and chamomile shampoo bar is perfect for lightening and soothing.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brew chamomile tea and let cool. → Measure lye and mix into cooled tea. → Melt coconut oil and olive oil. → Combine oils and lye solution, blend until trace. → Pour into molds and cure for 4-6 weeks.","<p>A gentle shampoo bar that brightens blonde hair.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chamomile tea,coconut oil,Distilled water,Lye,olive oil",,,,,homemade-coconut-oil-soaps-1.jpg,,,,,,,,,,,,,,,,,,,,,coconut-oil-and-chamomile-shampoo-bar
,Coconut Oil and Mint Shampoo Bar,"This coconut oil and mint shampoo bar is great for a cool, refreshing wash.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Measure lye and water separately. → Mix lye into water until dissolved. → Melt coconut oil and olive oil. → Combine oils and lye solution, add peppermint oil, blend until trace. → Pour into molds and cure for 4-6 weeks.","<p>A refreshing shampoo bar that invigorates the scalp.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"coconut oil,Distilled water,Lye,olive oil,Peppermint essential oil",,,,,Coconut-Oil-Soap.png,,,,,,,,,,,,,,,,,,,,,coconut-oil-and-mint-shampoo-bar
,Coconut Oil and Coconut Milk Shampoo Bar,"This coconut oil and coconut milk shampoo bar is perfect for dry or damaged hair.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Measure lye and water separately. → Mix lye into water until dissolved. → Melt coconut oil and add coconut milk. → Combine oils and lye solution, blend until trace. → Pour into molds and cure for 4-6 weeks.","<p>A creamy shampoo bar that hydrates and softens hair.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"coconut milk,coconut oil,Distilled water,Lye,olive oil",,,,,homemade-coconut-oil-soaps-2.jpg,,,,,,,,,,,,,,,,,,,,,coconut-oil-and-coconut-milk-shampoo-bar
,Basic Coconut Oil Body Butter,"This basic coconut oil body butter is perfect for dry skin and leaves your body feeling soft and smooth.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melt 1/2 cup of shea butter and 1/2 cup of coconut oil in a double boiler. → Remove from heat and let cool slightly. → Whip with a hand mixer until fluffy. → Store in a jar.,"<p>A rich and creamy body butter that deeply hydrates the skin.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"coconut oil,Shea butter",,,,,body-butter-4.jpg,,,,,,,,,,,,,,,,,,,,,basic-coconut-oil-body-butter
,Coconut Oil and Cocoa Butter Body Butter,"This coconut oil and cocoa butter body butter is perfect for nourishing dry skin.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melt 1/2 cup of cocoa butter and 1/2 cup of coconut oil in a double boiler. → Remove from heat and let cool slightly. → Whip until fluffy and add essential oils if desired. → Store in a jar.,"<p>A luxurious body butter with a delicious chocolate scent.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cocoa butter,coconut oil,Essential oil",,,,,Coconut-Oil-and-Honey-Body-Butter.png,,,,,,,,,,,,,,,,,,,,,coconut-oil-and-cocoa-butter-body-butter
,Coconut Oil and Almond Oil Body Butter,"This coconut oil and almond oil body butter is great for everyday use and leaves skin feeling soft.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Melt 1/4 cup of shea butter, 1/4 cup of coconut oil, and 1/4 cup of almond oil in a double boiler. → Remove from heat and let cool. → Whip until creamy and store in a jar.","<p>A moisturizing body butter that absorbs quickly.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Almond oil,coconut oil,Shea butter",,,,,coconut-oil-uses-hair.png,,,,,,,,,,,,,,,,,,,,,coconut-oil-and-almond-oil-body-butter
,Coconut Oil and Lavender Body Butter,"This coconut oil and lavender body butter is perfect for nighttime use.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melt 1/2 cup of shea butter and 1/2 cup of coconut oil together. → Remove from heat and let cool slightly. → Add 10-15 drops of lavender essential oil and whip until fluffy. → Store in a jar.,"<p>A calming body butter that soothes and relaxes the skin.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"coconut oil,Lavender essential oil,Shea butter",,,,,coconut-oil-uses-hair-10.png,,,,,,,,,,,,,,,,,,,,,coconut-oil-and-lavender-body-butter
,Coconut Oil and Vanilla Bean Body Butter,"This coconut oil and vanilla bean body butter is perfect for a luxurious treat.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melt 1/2 cup of shea butter and 1/2 cup of coconut oil in a double boiler. → Remove from heat and let cool. → Stir in 1 teaspoon of vanilla extract and whip until creamy. → Store in a jar.,"<p>A sweet-smelling body butter that hydrates and nourishes.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"coconut oil,Shea butter,vanilla extract",,,,,Coconut-Oil-and-Honey-Body-Butter.png,,,,,,,,,,,,,,,,,,,,,coconut-oil-and-vanilla-bean-body-butter
,Coconut Oil and Coffee Body Butter,"This coconut oil and coffee body butter is great for revitalizing tired skin.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melt 1/2 cup of shea butter and 1/2 cup of coconut oil. → Stir in 1/4 cup of coffee grounds. → Whip until creamy and store in a jar.,"<p>An energizing body butter that exfoliates and moisturizes.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"coconut oil,Coffee grounds,Shea butter",,,,,Coconut-Oil-and-Coffee-Body-Butter-2.jpg,,,,,,,,,,,,,,,,,,,,,coconut-oil-and-coffee-body-butter
,Coconut Oil and Honey Body Butter,"This coconut oil and honey body butter is perfect for dry, rough skin.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melt 1/2 cup of shea butter and 1/2 cup of coconut oil. → Remove from heat and let cool slightly. → Stir in 1/4 cup of honey and whip until fluffy. → Store in a jar.,"<p>A nourishing body butter that adds moisture and softness.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"coconut oil,honey,Shea butter",,,,,Coconut-Oil-and-Honey-Body-Butter.png,,,,,,,,,,,,,,,,,,,,,coconut-oil-and-honey-body-butter
,Coconut Oil and Eucalyptus Body Butter,"This coconut oil and eucalyptus body butter is perfect for a morning boost.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melt 1/2 cup of shea butter and 1/2 cup of coconut oil. → Remove from heat and let cool slightly. → Add 10-15 drops of eucalyptus essential oil and whip until fluffy. → Store in a jar.,"<p>A refreshing body butter that invigorates the senses.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"coconut oil,Eucalyptus essential oil,Shea butter",,,,,body-butter-4.jpg,,,,,,,,,,,,,,,,,,,,,coconut-oil-and-eucalyptus-body-butter
,Coconut Oil and Orange Zest Body Butter,"This coconut oil and orange zest body butter is perfect for a cheerful treat.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melt 1/2 cup of shea butter and 1/2 cup of coconut oil. → Remove from heat and let cool slightly. → Stir in 1 tablespoon of orange zest and whip until creamy. → Store in a jar.,"<p>A zesty body butter that brightens and uplifts.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"coconut oil,Orange zest,Shea butter",,,,,Coconut-Oil-and-Honey-Body-Butter.png,,,,,,,,,,,,,,,,,,,,,coconut-oil-and-orange-zest-body-butter
,Coconut Oil and Rosehip Oil Body Butter,"This coconut oil and rosehip oil body butter is ideal for mature skin.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Melt 1/4 cup of shea butter, 1/4 cup of coconut oil, and 1/4 cup of rosehip oil. → Remove from heat and let cool. → Whip until fluffy and store in a jar.","<p>A rejuvenating body butter that helps improve skin texture.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"coconut oil,Rosehip oil,Shea butter",,,,,Coconut-Oil-and-Honey-Body-Butter.png,,,,,,,,,,,,,,,,,,,,,coconut-oil-and-rosehip-oil-body-butter
,Beeswax Lavender Candle,"This beeswax lavender candle is perfect for creating a soothing atmosphere in your home.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melt beeswax in a double boiler. → Stir in lavender oil. → Secure wicks in jars and pour the melted wax. → Allow to cool and solidify.,"<p>A calming candle that fills your space with lavender scent.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beeswax,Candle wicks,Glass jars,Lavender essential oil",,,,,coconut-candles-3.png,,,,,,,,,,,,,,,,,,,,,beeswax-lavender-candle
,Beeswax Citrus Candle,This citrus burst candle is great for energizing your space and lifting your mood.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melt beeswax in a double boiler. → Stir in orange and lemon oils. → Secure wicks in tins and pour wax. → Let cool and solidify.,"<p>A fresh and zesty candle that brightens any room.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beeswax,Candle wicks,Lemon essential oil,Metal tins,Orange essential oil",,,,,coconut-candle-2.png,,,,,,,,,,,,,,,,,,,,,beeswax-citrus-candle
,Beeswax Vanilla Candle,"This beeswax vanilla candle is perfect for cozy evenings and creating a warm ambiance.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melt beeswax in a double boiler. → Stir in vanilla oil. → Secure wicks in jars and pour the melted wax. → Allow to cool.,"<p>A sweet and comforting candle that smells like dessert.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beeswax,Candle wicks,Glass jars,Vanilla essential oil",,,,,coconut-bowl-beeswax-candle-2.jpg,,,,,,,,,,,,,,,,,,,,,beeswax-vanilla-candle
,Beeswax Cinnamon Candle,"This beeswax cinnamon candle fills your home with the comforting scent of winter.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melt beeswax in a double boiler. → Stir in cinnamon oil. → Secure wicks in tins and pour the melted wax. → Let cool and solidify.,"<p>A warm and spicy candle perfect for the holidays.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beeswax,Candle wicks,Cinnamon essential oil,Metal tins",,,,,coconut-bowl-beeswax-candle-3.jpg,,,,,,,,,,,,,,,,,,,,,beeswax-cinnamon-candle
,Beeswax Eucalyptus Candle,"This beeswax eucalyptus candle is ideal for a refreshing atmosphere, perfect for any room.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melt beeswax in a double boiler. → Stir in eucalyptus oil. → Secure wicks in jars and pour the melted wax. → Allow to cool.,"<p>A refreshing candle that clears the air.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beeswax,Candle wicks,Eucalyptus essential oil,Glass jars",,,,,Eucalyptus-Candle-1.jpg,,,,,,,,,,,,,,,,,,,,,beeswax-eucalyptus-candle
,Beeswax Rosemary Candle,"This beeswax rosemary candle is great for creating a calming, nature-inspired environment.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melt beeswax in a double boiler. → Stir in rosemary oil. → Secure wicks in tins and pour the melted wax. → Let cool and solidify.,"<p>An earthy candle that brings the outdoors inside.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beeswax,Candle wicks,Metal tins,Rosemary essential oil",,,,,coconut-candles-2.png,,,,,,,,,,,,,,,,,,,,,beeswax-rosemary-candle
,Beeswax Coffee Candle,"This coffee bean candle is perfect for coffee lovers and adds a warm, inviting scent to any room.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melt beeswax in a double boiler. → Stir in coffee fragrance. → Secure wicks in jars and pour wax. → Allow to cool.,"<p>A rich candle that awakens your senses.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beeswax,Candle wicks,Coffee fragrance oil,Glass jars",,,,,coconut-bowl-beeswax-candle.jpg,,,,,,,,,,,,,,,,,,,,,beeswax-coffee-candle
,Beeswax Herbal Candle,"This beeswax herbal candle is great for unwinding after a long day.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melt beeswax in a double boiler. → Stir in chamomile oil. → Secure wicks in tins and pour the melted wax. → Let cool and solidify.,"<p>A soothing candle that promotes relaxation.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beeswax,Candle wicks,Chamomile essential oil,Metal tins",,,,,coconut-bowl-beeswax-candle-1.jpg,,,,,,,,,,,,,,,,,,,,,beeswax-herbal-candle
,Beeswax Mint Candle,"This beeswax mint candle is perfect for a refreshing atmosphere, great for any room.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melt beeswax in a double boiler. → Stir in peppermint oil. → Secure wicks in jars and pour the melted wax. → Allow to cool.,"<p>A refreshing candle that invigorates the senses.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beeswax,Candle wicks,Glass jars,Peppermint essential oil",,,,,Beeswax-Honey-Candle.png,,,,,,,,,,,,,,,,,,,,,beeswax-mint-candle
,Beeswax Honey Candle,"This beeswax honey candle fills your home with a delightful aroma.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melt beeswax in a double boiler. → Stir in honey fragrance.,"<p>A sweet and warm candle that smells delicious.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beeswax,Candle wicks,Honey fragrance oil,Metal tins",,,,,beeswax.png,,,,,,,,,,,,,,,,,,,,,beeswax-honey-candle
,Coconut Oil Body Scrub,"This coconut oil body scrub is perfect for pampering yourself and keeping your skin smooth.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In a bowl, mix 1 cup of brown sugar with 1/2 cup of melted coconut oil. → Add 10 drops of your favorite essential oil if desired. → Stir until well combined. → Use in the shower to exfoliate skin.","<p>A natural scrub that leaves skin soft and hydrated.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"brown sugar,coconut oil,Essential oil",,,,,Coconut-Oil-Body-Scrub-2.jpg,,,,,,,,,,,,,,,,,,,,,coconut-oil-body-scrub
,Coconut Oil Hair Mask,"This coconut oil hair mask is great for restoring moisture and shine to your hair.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In a bowl, mash 1 ripe avocado and mix in 1/4 cup of melted coconut oil and 2 tablespoons of honey. → Apply to damp hair and leave on for 30 minutes. → Rinse thoroughly and shampoo as usual.","<p>A nourishing mask that revitalizes dry hair.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"avocado,coconut oil,of honey","cup,tablespoons",,,,coconut-oil-uses-hair-11.png,,,,,,,,,,,,,,,,,,,,,coconut-oil-hair-mask
,Coconut Oil Lip Balm,"This coconut oil lip balm is perfect for keeping your lips soft and smooth.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In a double boiler, melt 2 tablespoons of beeswax and 2 tablespoons of coconut oil together. → Remove from heat and add 10 drops of essential oil if desired. → Pour into small containers and let cool.","<p>A moisturizing lip balm that protects and hydrates lips.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beeswax,coconut oil,Essential oil",tablespoons,,,,Vanilla-Almond-Lip-Balm-4.jpg,,,,,,,,,,,,,,,,,,,,,coconut-oil-lip-balm
,Coconut Oil Energy Bites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In a bowl, mix 1 cup of oats, 1/2 cup of peanut butter, 1/4 cup of melted coconut oil, 1/4 cup of honey, and 1/2 cup of chocolate chips. → Roll into small balls and refrigerate for 30 minutes before serving.",,,,,,,,,,,,,,,,,,,,,,,,,,Snack,American,,"of chocolate chips,of honey,of melted coconut oil,of oats,of peanut butter",cup,,,,Maca-Coconut-Energy-Bites-in-coconut-bowls.jpg,,,,,,,,,,,,,,,,,,,,,coconut-oil-energy-bites
,Coconut Oil Moisturizer,"This coconut oil moisturizer is great for daily use, leaving your skin feeling soft and supple.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mix 1/2 cup of coconut oil with 1/2 cup of aloe vera gel in a bowl. → Add 10 drops of essential oil if desired. → Store in a jar and use as needed.,"<p>A lightweight moisturizer that hydrates the skin.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aloe vera gel,coconut oil,Essential oil",,,,,Aloe-Vera-Beard-Soap-3.jpg,,,,,,,,,,,,,,,,,,,,,coconut-oil-moisturizer
,Coconut Oil Pancakes,"These coconut oil pancakes are a great breakfast option that everyone will love.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In a bowl, mix 1 cup of flour, 2 tablespoons of baking powder, and a pinch of salt. → In another bowl, whisk together 1 cup of milk, 2 eggs, and 2 tablespoons of melted coconut oil. → Combine the wet and dry ingredients and cook on a skillet until golden brown.","<p>Fluffy pancakes that are delicious and healthy.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"baking powder,coconut oil,eggs,flour,milk",,,,,maple-bacon-smoothie-bowl-pancakes-11.png,,,,,,,,,,,,,,,,,,,,,coconut-oil-pancakes
,Coconut Oil Face Cleanser,"This coconut oil face cleanser is perfect for all skin types, leaving your skin clean and moisturized.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mix 1/4 cup of coconut oil with 1/4 cup of castor oil in a small bottle. → Add 10 drops of essential oil if desired. → Shake well before each use and apply to your face to cleanse.,"<p>A gentle cleanser that removes makeup and impurities.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Essential oil,of castor oil,of coconut oil",cup,,,,face-masks.png,,,,,,,,,,,,,,,,,,,,,coconut-oil-face-cleanser
,Coconut Oil Chocolate Fudge,"This coconut oil chocolate fudge is a delicious treat that's easy to make.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In a bowl, mix 1/2 cup of melted coconut oil, 1/2 cup of cocoa powder, and 1/4 cup of maple syrup until smooth. → Stir in 1/2 cup of chopped nuts. → Pour into a lined dish and refrigerate until firm.","<p>A rich and creamy dessert that satisfies your sweet tooth.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,Dessert,American,,"of cocoa powder,of maple syrup,of melted coconut oil",cup,,,,fudge.jpg,,,,,,,,,,,,,,,,,,,,,coconut-oil-chocolate-fudge
,Coconut Oil Salad Dressing,"This coconut oil salad dressing is perfect for enhancing your favorite greens.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In a jar, combine 1/4 cup of melted coconut oil, 1/4 cup of apple cider vinegar, 1 tablespoon of honey, and 1 teaspoon of mustard. → Shake well to combine and drizzle over salads.","<p>A creamy dressing that adds flavor to any salad.</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,"of apple cider vinegar,of honey,of melted coconut oil,of mustard.","cup,tablespoon,teaspoon",,,,salad-2.jpg,,,,,,,,,,,,,,,,,,,,,coconut-oil-salad-dressing
